entry_datetime,exit_datetime,signal,option_type,strike,entry_price,exit_price,lot_size,pnl,pnl_pct,exit_reason
2023-01-04 10:22:00+05:30,2023-01-04 10:24:00+05:30,Buy,PE,18150.0,68.1,65.05,302,921.0999999999991,4.478707782672537,take_profit
2023-01-04 10:25:00+05:30,2023-01-04 10:50:00+05:30,Buy,PE,18150.0,66.9,66.9,309,0.0,0.0,signal_change
2023-01-04 10:50:00+05:30,2023-01-04 10:53:00+05:30,Sell,CE,18150.0,62.6,60.5,330,693.0000000000005,3.354632587859427,take_profit
2023-01-04 10:54:00+05:30,2023-01-04 11:18:00+05:30,Sell,CE,18150.0,60.1,60.1,345,0.0,0.0,signal_change
2023-01-04 11:18:00+05:30,2023-01-04 11:19:00+05:30,Buy,PE,18100.0,63.55,61.5,326,668.299999999999,3.225806451612899,take_profit
2023-01-04 11:30:00+05:30,2023-01-04 11:33:00+05:30,Buy,PE,18100.0,64.8,64.8,321,0.0,0.0,signal_change
2023-01-04 11:33:00+05:30,2023-01-04 11:50:00+05:30,Sell,CE,18100.0,72.8,66.6,285,1767.000000000001,8.516483516483522,take_profit
2023-01-04 11:51:00+05:30,2023-01-04 12:15:00+05:30,Sell,CE,18100.0,65.95,66.3,318,-111.29999999999819,-0.5307050796057533,signal_change
2023-01-04 12:15:00+05:30,2023-01-04 14:25:00+05:30,Buy,PE,18050.0,77.4,77.4,271,0.0,0.0,signal_change
2023-01-04 14:25:00+05:30,2023-01-04 15:15:00+05:30,Sell,CE,18100.0,55.65,55.65,376,0.0,0.0,force_exit
2023-01-05 09:22:00+05:30,2023-01-05 09:50:00+05:30,Sell,CE,18050.0,44.45,46.0,471,-730.0499999999987,-3.487064116985371,stop_loss
2023-01-05 09:52:00+05:30,2023-01-05 10:22:00+05:30,Sell,CE,18050.0,47.55,56.65,439,-3994.9000000000005,-19.137749737118828,stop_loss
2023-01-05 10:40:00+05:30,2023-01-05 11:24:00+05:30,Sell,CE,18050.0,49.0,27.75,418,8882.5,43.36734693877551,take_profit
2023-01-05 11:25:00+05:30,2023-01-05 12:18:00+05:30,Sell,CE,18050.0,27.55,14.55,776,10088.0,47.186932849364794,take_profit
2023-01-05 12:28:00+05:30,2023-01-05 12:29:00+05:30,Buy,PE,17950.0,27.85,30.7,804,-2291.3999999999983,-10.233393177737874,stop_loss
2023-01-05 12:30:00+05:30,2023-01-05 12:55:00+05:30,Sell,CE,17950.0,45.95,45.95,482,0.0,0.0,signal_change
2023-01-05 12:55:00+05:30,2023-01-05 13:25:00+05:30,Buy,PE,17950.0,35.45,34.8,625,406.2500000000035,1.8335684062059396,signal_change
2023-01-05 13:25:00+05:30,2023-01-05 13:32:00+05:30,Sell,CE,17950.0,18.4,18.4,1207,0.0,0.0,signal_change
2023-01-05 13:32:00+05:30,2023-01-05 13:33:00+05:30,Buy,PE,17900.0,26.55,32.1,836,-4639.8,-20.90395480225989,stop_loss
2023-01-05 13:34:00+05:30,2023-01-05 13:44:00+05:30,Buy,PE,17900.0,30.3,27.75,717,1828.3500000000006,8.415841584158418,take_profit
2023-01-05 13:45:00+05:30,2023-01-05 15:15:00+05:30,Buy,PE,17900.0,26.9,26.9,815,0.0,0.0,force_exit
2023-01-06 09:26:00+05:30,2023-01-06 09:28:00+05:30,Buy,PE,18000.0,92.9,99.0,236,-1439.5999999999985,-6.566200215285247,stop_loss
2023-01-06 09:29:00+05:30,2023-01-06 09:35:00+05:30,Buy,PE,18000.0,108.8,80.4,200,5679.999999999998,26.10294117647058,take_profit
2023-01-06 09:36:00+05:30,2023-01-06 09:39:00+05:30,Buy,PE,18000.0,87.55,91.7,255,-1058.2500000000014,-4.740148486579104,stop_loss
2023-01-06 11:40:00+05:30,2023-01-06 11:44:00+05:30,Buy,PE,17950.0,110.85,110.85,200,0.0,0.0,signal_change
2023-01-06 11:44:00+05:30,2023-01-06 12:15:00+05:30,Sell,CE,17950.0,119.9,107.3,185,2331.0000000000014,10.50875729774813,take_profit
2023-01-06 12:16:00+05:30,2023-01-06 13:07:00+05:30,Sell,CE,17950.0,110.5,110.4,203,20.299999999998846,0.09049773755655593,signal_change
2023-01-06 13:07:00+05:30,2023-01-06 13:08:00+05:30,Buy,PE,17850.0,109.2,116.2,205,-1435.0,-6.41025641025641,stop_loss
2023-01-06 13:14:00+05:30,2023-01-06 13:33:00+05:30,Buy,PE,17850.0,115.8,117.75,192,-374.40000000000055,-1.6839378238341993,stop_loss
2023-01-06 13:34:00+05:30,2023-01-06 13:35:00+05:30,Buy,PE,17800.0,95.15,97.4,234,-526.5,-2.3646873357856015,stop_loss
2023-01-06 14:15:00+05:30,2023-01-06 14:19:00+05:30,Sell,CE,17800.0,139.8,131.0,159,1399.2000000000019,6.294706723891282,take_profit
2023-01-06 14:25:00+05:30,2023-01-06 14:29:00+05:30,Buy,PE,17800.0,78.1,78.1,286,0.0,0.0,signal_change
2023-01-06 14:29:00+05:30,2023-01-06 15:15:00+05:30,Sell,CE,17850.0,125.35,125.35,178,0.0,0.0,force_exit
2023-01-09 09:27:00+05:30,2023-01-09 09:28:00+05:30,Sell,CE,17950.0,120.7,125.0,185,-795.4999999999994,-3.5625517812758885,stop_loss
2023-01-09 09:34:00+05:30,2023-01-09 09:47:00+05:30,Sell,CE,18000.0,119.05,123.8,187,-888.25,-3.9899202015959685,stop_loss
2023-01-09 09:48:00+05:30,2023-01-09 09:52:00+05:30,Sell,CE,18050.0,96.3,90.75,230,1276.4999999999993,5.763239875389405,take_profit
2023-01-09 09:55:00+05:30,2023-01-09 10:00:00+05:30,Sell,CE,18000.0,132.75,136.15,168,-571.200000000001,-2.5612052730696844,stop_loss
2023-01-09 10:12:00+05:30,2023-01-09 10:13:00+05:30,Sell,CE,18050.0,116.7,120.2,191,-668.5,-2.999143101970865,stop_loss
2023-01-09 10:14:00+05:30,2023-01-09 10:25:00+05:30,Sell,CE,18050.0,118.5,130.95,187,-2328.149999999998,-10.506329113924041,stop_loss
2023-01-09 10:26:00+05:30,2023-01-09 10:36:00+05:30,Sell,CE,18100.0,105.2,95.55,209,2016.8500000000013,9.173003802281375,take_profit
2023-01-09 10:37:00+05:30,2023-01-09 10:45:00+05:30,Sell,CE,18100.0,104.7,98.6,212,1293.2000000000019,5.826170009551106,take_profit
2023-01-09 10:46:00+05:30,2023-01-09 10:54:00+05:30,Sell,CE,18100.0,99.75,101.95,223,-490.60000000000065,-2.205513784461156,stop_loss
2023-01-09 10:55:00+05:30,2023-01-09 11:20:00+05:30,Sell,CE,18100.0,100.8,100.8,221,0.0,0.0,signal_change
2023-01-09 11:20:00+05:30,2023-01-09 11:38:00+05:30,Buy,PE,18100.0,72.85,72.85,305,0.0,0.0,signal_change
2023-01-09 11:38:00+05:30,2023-01-09 11:55:00+05:30,Sell,CE,18150.0,89.5,94.5,248,-1240.0,-5.58659217877095,stop_loss
2023-01-09 12:00:00+05:30,2023-01-09 12:02:00+05:30,Sell,CE,18150.0,83.85,86.25,264,-633.6000000000015,-2.8622540250447295,stop_loss
2023-01-09 12:03:00+05:30,2023-01-09 13:56:00+05:30,Sell,CE,18150.0,84.4,84.4,261,0.0,0.0,signal_change
2023-01-09 13:56:00+05:30,2023-01-09 13:57:00+05:30,Buy,PE,18000.0,61.35,63.6,360,-810.0,-3.6674816625916873,stop_loss
2023-01-09 13:58:00+05:30,2023-01-09 14:07:00+05:30,Buy,PE,18000.0,65.0,65.0,338,0.0,0.0,signal_change
2023-01-09 14:07:00+05:30,2023-01-09 14:08:00+05:30,Sell,CE,18050.0,94.35,89.35,233,1165.0,5.299417064122947,take_profit
2023-01-10 09:20:00+05:30,2023-01-10 10:20:00+05:30,Sell,CE,18050.0,92.0,92.0,240,0.0,0.0,signal_change
2023-01-10 10:20:00+05:30,2023-01-10 10:23:00+05:30,Buy,PE,18000.0,81.25,81.25,272,0.0,0.0,signal_change
2023-01-10 10:23:00+05:30,2023-01-10 10:35:00+05:30,Sell,CE,18000.0,84.9,76.7,260,2132.000000000001,9.658421672555953,take_profit
2023-01-10 10:36:00+05:30,2023-01-10 11:07:00+05:30,Sell,CE,18000.0,81.55,73.8,273,2115.75,9.503372164316373,take_profit
2023-01-10 11:20:00+05:30,2023-01-10 11:24:00+05:30,Sell,CE,17950.0,97.05,92.95,232,951.1999999999987,4.224626481195255,take_profit
2023-01-10 11:47:00+05:30,2023-01-10 12:45:00+05:30,Buy,PE,17950.0,82.7,83.3,273,-163.79999999999845,-0.7255139056831853,signal_change
2023-01-10 12:45:00+05:30,2023-01-10 12:59:00+05:30,Sell,CE,17950.0,75.1,75.1,301,0.0,0.0,signal_change
2023-01-10 12:59:00+05:30,2023-01-10 13:03:00+05:30,Buy,PE,17900.0,89.4,77.35,253,3048.650000000003,13.478747203579431,take_profit
2023-01-10 13:04:00+05:30,2023-01-10 13:16:00+05:30,Buy,PE,17900.0,75.7,75.7,302,0.0,0.0,signal_change
2023-01-10 13:16:00+05:30,2023-01-10 13:45:00+05:30,Sell,CE,17900.0,94.8,79.55,241,3675.25,16.08649789029536,take_profit
2023-01-10 13:55:00+05:30,2023-01-10 14:30:00+05:30,Buy,PE,17900.0,74.0,74.0,314,0.0,0.0,signal_change
2023-01-10 14:30:00+05:30,2023-01-10 14:32:00+05:30,Sell,CE,17900.0,80.1,81.35,290,-362.5,-1.5605493133583022,stop_loss
2023-01-11 09:20:00+05:30,2023-01-11 09:21:00+05:30,Sell,CE,17900.0,82.1,82.1,283,0.0,0.0,signal_change
2023-01-11 09:21:00+05:30,2023-01-11 09:47:00+05:30,Buy,PE,17900.0,84.3,84.3,275,0.0,0.0,signal_change
2023-01-11 09:47:00+05:30,2023-01-11 11:55:00+05:30,Sell,CE,17900.0,93.4,93.4,249,0.0,0.0,signal_change
2023-01-11 11:55:00+05:30,2023-01-11 12:20:00+05:30,Buy,PE,17900.0,57.8,57.8,402,0.0,0.0,signal_change
2023-01-11 12:20:00+05:30,2023-01-11 12:25:00+05:30,Sell,CE,17900.0,89.5,89.9,259,-103.60000000000147,-0.44692737430168233,signal_change
2023-01-11 12:25:00+05:30,2023-01-11 12:27:00+05:30,Buy,PE,17900.0,56.6,61.05,410,-1824.4999999999982,-7.86219081272084,stop_loss
2023-01-11 12:40:00+05:30,2023-01-11 13:09:00+05:30,Sell,CE,17900.0,80.35,82.1,287,-502.25,-2.177971375233354,stop_loss
2023-01-11 13:50:00+05:30,2023-01-11 14:35:00+05:30,Sell,CE,17900.0,79.8,79.8,288,0.0,0.0,signal_change
2023-01-11 14:35:00+05:30,2023-01-11 15:13:00+05:30,Buy,PE,17900.0,58.0,59.6,396,-633.6000000000006,-2.7586206896551753,stop_loss
2023-01-12 09:20:00+05:30,2023-01-12 09:23:00+05:30,Buy,PE,17900.0,42.3,42.3,542,0.0,0.0,signal_change
2023-01-12 09:23:00+05:30,2023-01-12 09:24:00+05:30,Sell,CE,17950.0,40.6,42.05,565,-819.2499999999976,-3.571428571428561,stop_loss
2023-01-12 10:51:00+05:30,2023-01-12 10:52:00+05:30,Sell,CE,17850.0,32.75,34.75,698,-1396.0,-6.106870229007633,stop_loss
2023-01-12 10:53:00+05:30,2023-01-12 11:15:00+05:30,Sell,CE,17850.0,34.4,26.25,660,5378.999999999999,23.691860465116275,take_profit
2023-01-12 11:55:00+05:30,2023-01-12 11:57:00+05:30,Sell,CE,17800.0,36.4,38.65,639,-1437.75,-6.181318681318682,stop_loss
2023-01-12 11:58:00+05:30,2023-01-12 13:19:00+05:30,Sell,CE,17800.0,37.65,37.65,614,0.0,0.0,signal_change
2023-01-12 13:19:00+05:30,2023-01-12 14:00:00+05:30,Buy,PE,17850.0,42.6,43.85,542,-677.5,-2.9342723004694835,stop_loss
2023-01-12 14:45:00+05:30,2023-01-12 14:49:00+05:30,Sell,CE,17850.0,7.25,7.25,3181,0.0,0.0,signal_change
2023-01-12 14:49:00+05:30,2023-01-12 15:05:00+05:30,Buy,PE,17800.0,5.0,0.35,4612,21445.800000000003,93.00000000000001,take_profit
2023-01-12 15:06:00+05:30,2023-01-12 15:15:00+05:30,Buy,PE,17850.0,3.85,3.85,6547,0.0,0.0,force_exit
2023-01-13 09:20:00+05:30,2023-01-13 11:36:00+05:30,Sell,CE,17850.0,133.0,133.0,189,0.0,0.0,signal_change
2023-01-13 11:36:00+05:30,2023-01-13 12:00:00+05:30,Buy,PE,17800.0,98.85,95.35,255,892.5,3.5407182599898834,take_profit
2023-01-13 12:30:00+05:30,2023-01-13 12:34:00+05:30,Sell,CE,17900.0,137.25,129.55,184,1416.799999999998,5.610200364298716,take_profit
2023-01-13 12:45:00+05:30,2023-01-13 12:50:00+05:30,Sell,CE,17900.0,132.7,132.7,191,0.0,0.0,signal_change
2023-01-13 12:50:00+05:30,2023-01-13 12:56:00+05:30,Buy,PE,17900.0,88.0,88.0,289,0.0,0.0,signal_change
2023-01-13 12:56:00+05:30,2023-01-13 12:57:00+05:30,Sell,CE,17950.0,125.65,129.1,202,-696.8999999999977,-2.7457222443294773,stop_loss
2023-01-13 13:22:00+05:30,2023-01-13 13:30:00+05:30,Sell,CE,17950.0,155.4,143.0,163,2021.200000000001,7.979407979407983,take_profit
2023-01-13 13:33:00+05:30,2023-01-13 13:38:00+05:30,Sell,CE,17950.0,141.8,136.6,180,936.0000000000031,3.6671368124118593,take_profit
2023-01-13 13:57:00+05:30,2023-01-13 14:08:00+05:30,Sell,CE,18000.0,124.6,129.55,205,-1014.7500000000035,-3.9727126805778625,stop_loss
2023-01-13 14:09:00+05:30,2023-01-13 14:15:00+05:30,Sell,CE,18000.0,134.0,126.5,190,1425.0,5.597014925373134,take_profit
2023-01-13 14:16:00+05:30,2023-01-13 14:22:00+05:30,Sell,CE,18000.0,128.55,119.2,199,1860.6500000000017,7.273434461299113,take_profit
2023-01-13 14:23:00+05:30,2023-01-13 15:15:00+05:30,Sell,CE,18000.0,118.95,117.65,217,282.0999999999994,1.0928961748633856,force_exit
2023-01-13 15:30:00+05:30,2023-01-16 09:20:00+05:30,Sell,CE,17950.0,121.0,121.0,214,0.0,0.0,signal_change
2023-01-16 09:20:00+05:30,2023-01-16 09:41:00+05:30,Buy,PE,18050.0,110.8,134.25,233,-5463.85,-21.164259927797836,stop_loss
2023-01-16 09:42:00+05:30,2023-01-16 10:10:00+05:30,Buy,PE,17950.0,79.75,76.35,318,1081.2000000000019,4.263322884012546,take_profit
2023-01-16 10:12:00+05:30,2023-01-16 11:58:00+05:30,Buy,PE,17950.0,84.55,84.55,301,0.0,0.0,signal_change
2023-01-16 11:58:00+05:30,2023-01-16 12:03:00+05:30,Sell,CE,17950.0,92.15,88.2,276,1090.2000000000007,4.2864894194248535,take_profit
2023-01-16 12:04:00+05:30,2023-01-16 12:40:00+05:30,Sell,CE,17950.0,85.85,85.85,298,0.0,0.0,signal_change
2023-01-16 12:40:00+05:30,2023-01-16 12:42:00+05:30,Buy,PE,17900.0,95.05,95.05,269,0.0,0.0,signal_change
2023-01-16 12:42:00+05:30,2023-01-16 12:43:00+05:30,Sell,CE,17900.0,108.75,105.45,235,775.4999999999993,3.034482758620687,take_profit
2023-01-16 12:55:00+05:30,2023-01-16 13:52:00+05:30,Sell,CE,17900.0,98.8,92.85,259,1541.0500000000006,6.022267206477735,take_profit
2023-01-16 13:53:00+05:30,2023-01-16 14:35:00+05:30,Sell,CE,17900.0,94.55,93.8,273,204.75,0.7932310946589107,signal_change
2023-01-16 14:35:00+05:30,2023-01-16 14:37:00+05:30,Buy,PE,17900.0,99.25,99.25,260,0.0,0.0,signal_change
2023-01-16 14:37:00+05:30,2023-01-16 15:15:00+05:30,Sell,CE,17900.0,87.6,86.3,295,383.49999999999915,1.4840182648401792,force_exit
2023-01-17 09:39:00+05:30,2023-01-17 09:42:00+05:30,Sell,CE,17950.0,109.9,103.8,235,1433.500000000002,5.550500454959061,take_profit
2023-01-17 09:44:00+05:30,2023-01-17 10:11:00+05:30,Sell,CE,17950.0,105.25,124.35,247,-4717.699999999999,-18.147268408551064,stop_loss
2023-01-17 10:12:00+05:30,2023-01-17 10:23:00+05:30,Sell,CE,18000.0,95.4,91.9,267,934.5,3.668763102725366,take_profit
2023-01-17 10:34:00+05:30,2023-01-17 10:39:00+05:30,Sell,CE,18000.0,104.0,99.75,246,1045.5,4.086538461538462,take_profit
2023-01-17 10:40:00+05:30,2023-01-17 10:44:00+05:30,Sell,CE,18050.0,74.95,69.25,343,1955.100000000001,7.6050700466978025,take_profit
2023-01-17 11:35:00+05:30,2023-01-17 11:36:00+05:30,Buy,PE,18000.0,73.6,74.95,352,-475.200000000003,-1.8342391304347945,stop_loss
2023-01-17 11:37:00+05:30,2023-01-17 11:39:00+05:30,Buy,PE,18000.0,77.2,74.8,335,804.0000000000019,3.108808290155448,take_profit
2023-01-17 12:25:00+05:30,2023-01-17 13:31:00+05:30,Sell,CE,18000.0,75.75,75.75,342,0.0,0.0,signal_change
2023-01-17 13:31:00+05:30,2023-01-17 13:32:00+05:30,Buy,PE,17950.0,75.75,69.95,342,1983.599999999999,7.6567656765676535,take_profit
2023-01-17 13:33:00+05:30,2023-01-17 13:35:00+05:30,Buy,PE,17950.0,65.85,60.65,397,2064.3999999999983,7.896735003796501,take_profit
2023-01-17 15:27:00+05:30,2023-01-17 15:28:00+05:30,Sell,CE,18050.0,75.5,76.0,349,-174.5,-0.6622516556291391,force_exit
2023-01-18 09:22:00+05:30,2023-01-18 09:45:00+05:30,Sell,CE,18050.0,85.9,86.75,306,-260.09999999999826,-0.9895227008148945,signal_change
2023-01-18 09:45:00+05:30,2023-01-18 09:54:00+05:30,Buy,PE,18100.0,68.9,68.9,382,0.0,0.0,signal_change
2023-01-18 09:54:00+05:30,2023-01-18 09:56:00+05:30,Sell,CE,18100.0,66.75,70.35,394,-1418.3999999999978,-5.393258426966284,stop_loss
2023-01-18 09:57:00+05:30,2023-01-18 10:06:00+05:30,Sell,CE,18100.0,70.0,72.9,374,-1084.6000000000022,-4.142857142857151,stop_loss
2023-01-18 10:07:00+05:30,2023-01-18 11:10:00+05:30,Sell,CE,18100.0,75.35,75.7,346,-121.10000000000295,-0.4644990046450014,signal_change
2023-01-18 11:10:00+05:30,2023-01-18 11:31:00+05:30,Buy,PE,18100.0,47.7,47.7,546,0.0,0.0,signal_change
2023-01-18 11:31:00+05:30,2023-01-18 11:50:00+05:30,Sell,CE,18150.0,63.85,70.2,408,-2590.8000000000006,-9.945184025058735,stop_loss
2023-01-18 11:51:00+05:30,2023-01-18 14:00:00+05:30,Sell,CE,18150.0,72.0,63.7,358,2971.399999999999,11.527777777777775,take_profit
2023-01-18 14:01:00+05:30,2023-01-18 15:15:00+05:30,Buy,PE,18150.0,49.6,49.6,526,0.0,0.0,force_exit
2023-01-18 15:30:00+05:30,2023-01-19 09:34:00+05:30,Buy,PE,18150.0,40.9,83.45,638,-27146.9,-104.03422982885087,stop_loss
2023-01-19 09:37:00+05:30,2023-01-19 09:38:00+05:30,Buy,PE,18100.0,39.6,38.3,590,767.0000000000025,3.2828282828282935,take_profit
2023-01-19 09:39:00+05:30,2023-01-19 10:05:00+05:30,Buy,PE,18100.0,43.8,42.55,536,670.0,2.853881278538813,signal_change
2023-01-19 10:05:00+05:30,2023-01-19 10:10:00+05:30,Sell,CE,18100.0,26.05,26.05,903,0.0,0.0,signal_change
2023-01-19 10:10:00+05:30,2023-01-19 10:25:00+05:30,Buy,PE,18050.0,32.7,24.8,720,5688.000000000002,24.15902140672783,take_profit
2023-01-19 11:31:00+05:30,2023-01-19 11:33:00+05:30,Buy,PE,18100.0,24.1,26.25,1000,-2149.9999999999986,-8.921161825726136,stop_loss
2023-01-19 11:45:00+05:30,2023-01-19 11:46:00+05:30,Buy,PE,18100.0,16.4,15.25,1457,1675.549999999998,7.01219512195121,take_profit
2023-01-19 11:47:00+05:30,2023-01-19 11:48:00+05:30,Buy,PE,18150.0,36.8,39.25,653,-1599.850000000002,-6.657608695652183,stop_loss
2023-01-19 12:25:00+05:30,2023-01-19 12:49:00+05:30,Buy,PE,18150.0,43.85,55.75,545,-6485.499999999999,-27.137970353477765,stop_loss
2023-01-19 13:31:00+05:30,2023-01-19 13:50:00+05:30,Sell,CE,18150.0,15.8,10.5,1472,7801.600000000001,33.54430379746836,take_profit
2023-01-19 13:51:00+05:30,2023-01-19 13:52:00+05:30,Sell,CE,18100.0,33.4,34.6,719,-862.800000000002,-3.592814371257494,stop_loss
2023-01-19 14:12:00+05:30,2023-01-19 14:13:00+05:30,Sell,CE,18150.0,12.4,12.8,1931,-772.4000000000007,-3.2258064516129057,stop_loss
2023-01-19 14:25:00+05:30,2023-01-19 14:26:00+05:30,Sell,CE,18100.0,17.2,18.6,1388,-1943.200000000003,-8.139534883720943,stop_loss
2023-01-19 14:27:00+05:30,2023-01-19 14:28:00+05:30,Sell,CE,18100.0,19.85,18.1,1192,2086.0,8.816120906801007,take_profit
2023-01-19 15:00:00+05:30,2023-01-19 15:01:00+05:30,Sell,CE,18100.0,21.7,16.85,1100,5334.999999999997,22.350230414746534,take_profit
2023-01-19 15:02:00+05:30,2023-01-19 15:03:00+05:30,Sell,CE,18100.0,19.2,18.5,1272,890.3999999999991,3.64583333333333,take_profit
2023-01-19 15:25:00+05:30,2023-01-19 15:26:00+05:30,Sell,CE,18100.0,6.9,7.4,3552,-1776.0,-7.246376811594201,stop_loss
2023-01-19 15:27:00+05:30,2023-01-19 15:28:00+05:30,Sell,CE,18100.0,7.8,8.0,3119,-623.8000000000005,-2.564102564102566,stop_loss
2023-01-20 09:25:00+05:30,2023-01-20 09:28:00+05:30,Buy,PE,18100.0,91.15,91.15,266,0.0,0.0,signal_change
2023-01-20 09:28:00+05:30,2023-01-20 09:29:00+05:30,Sell,CE,18100.0,96.25,101.4,252,-1297.8000000000015,-5.350649350649357,stop_loss
2023-01-20 09:30:00+05:30,2023-01-20 09:31:00+05:30,Sell,CE,18100.0,96.6,99.6,249,-747.0,-3.1055900621118013,stop_loss
2023-01-20 09:32:00+05:30,2023-01-20 10:07:00+05:30,Sell,CE,18100.0,104.3,107.85,230,-816.4999999999993,-3.40364333652924,stop_loss
2023-01-20 12:20:00+05:30,2023-01-20 12:45:00+05:30,Buy,PE,18100.0,79.15,79.15,303,0.0,0.0,signal_change
2023-01-20 12:45:00+05:30,2023-01-20 12:47:00+05:30,Sell,CE,18100.0,95.75,97.4,250,-412.5000000000014,-1.723237597911233,stop_loss
2023-01-20 12:48:00+05:30,2023-01-20 13:35:00+05:30,Sell,CE,18100.0,96.3,98.25,248,-483.6000000000007,-2.0249221183800654,stop_loss
2023-01-20 13:36:00+05:30,2023-01-20 14:08:00+05:30,Sell,CE,18100.0,97.4,97.4,245,0.0,0.0,signal_change
2023-01-20 14:08:00+05:30,2023-01-20 14:21:00+05:30,Buy,PE,18050.0,82.7,82.7,288,0.0,0.0,signal_change
2023-01-20 14:21:00+05:30,2023-01-20 14:35:00+05:30,Sell,CE,18050.0,105.85,95.0,225,2441.2499999999986,10.25035427491733,take_profit
2023-01-20 14:47:00+05:30,2023-01-20 14:48:00+05:30,Buy,PE,18000.0,65.25,66.35,369,-405.89999999999793,-1.6858237547892636,stop_loss
2023-01-20 14:49:00+05:30,2023-01-20 15:15:00+05:30,Buy,PE,18000.0,64.75,64.75,372,0.0,0.0,signal_change
2023-01-20 15:15:00+05:30,2023-01-20 15:16:00+05:30,Sell,CE,18050.0,93.3,93.3,258,0.0,0.0,force_exit
2023-01-23 09:22:00+05:30,2023-01-23 09:23:00+05:30,Sell,CE,18100.0,81.3,84.7,296,-1006.4000000000017,-4.1820418204182115,stop_loss
2023-01-23 09:24:00+05:30,2023-01-23 09:58:00+05:30,Sell,CE,18100.0,83.3,123.15,288,-11476.800000000003,-47.839135654261725,stop_loss
2023-01-23 09:59:00+05:30,2023-01-23 11:05:00+05:30,Sell,CE,18150.0,93.3,93.3,244,0.0,0.0,signal_change
2023-01-23 11:05:00+05:30,2023-01-23 11:15:00+05:30,Buy,PE,18150.0,58.85,58.85,388,0.0,0.0,signal_change
2023-01-23 11:15:00+05:30,2023-01-23 11:50:00+05:30,Sell,CE,18150.0,82.65,82.65,276,0.0,0.0,signal_change
2023-01-23 11:50:00+05:30,2023-01-23 11:53:00+05:30,Buy,PE,18150.0,61.1,61.1,373,0.0,0.0,signal_change
2023-01-23 11:53:00+05:30,2023-01-23 11:55:00+05:30,Sell,CE,18150.0,78.3,75.05,291,945.75,4.150702426564496,take_profit
2023-01-23 11:56:00+05:30,2023-01-23 14:40:00+05:30,Sell,CE,18150.0,76.4,60.4,300,4800.000000000002,20.94240837696336,take_profit
2023-01-23 14:44:00+05:30,2023-01-23 15:10:00+05:30,Buy,PE,18100.0,45.6,42.1,513,1795.5,7.675438596491229,take_profit
2023-01-24 09:20:00+05:30,2023-01-24 09:42:00+05:30,Buy,PE,18150.0,36.2,36.2,652,0.0,0.0,signal_change
2023-01-24 09:42:00+05:30,2023-01-24 09:55:00+05:30,Sell,CE,18200.0,59.65,44.25,395,6082.999999999999,25.81726739312657,take_profit
2023-01-24 09:58:00+05:30,2023-01-24 10:45:00+05:30,Buy,PE,18150.0,37.35,32.95,648,2851.199999999999,11.780455153949125,take_profit
2023-01-24 10:47:00+05:30,2023-01-24 11:19:00+05:30,Buy,PE,18150.0,34.85,43.0,702,-5721.299999999999,-23.385939741750356,stop_loss
2023-01-24 12:30:00+05:30,2023-01-24 14:05:00+05:30,Sell,CE,18100.0,77.75,78.75,307,-307.0,-1.2861736334405145,signal_change
2023-01-24 14:05:00+05:30,2023-01-24 15:15:00+05:30,Buy,PE,18100.0,38.75,38.75,616,0.0,0.0,force_exit
2023-01-25 09:39:00+05:30,2023-01-25 10:01:00+05:30,Buy,PE,18050.0,43.25,81.45,552,-21086.4,-88.32369942196533,stop_loss
